# Darya core lexicon - B2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
2884|آیرودینامیک|āyrūdīnāmīk|noun|formal|aerodynamics|طراحی آیرودینامیک خودرو مصرف سوخت را کاهش می‌دهد.|tarāhī-yi āyrūdīnāmīk-i khwudrō masraf-i sōkht rā kāhish mēdihad.|The aerodynamic design of the car reduces fuel consumption.|Abstract Concepts|
2885|پیشرانه|pēshrāna|noun|formal|propulsion|سیستم پیشرانه موشک آزمایش شد.|sīstam-i pēshrāna-yi mūshak āzmāyish shud.|The rocket's propulsion system was tested.|Abstract Concepts|
2886|محیط خلأ|muhīt-i khalā'|noun|formal|vacuum environment|آزمایش‌ها در محیط خلأ انجام شدند.|āzmāyish-hā dar muhīt-i khalā' anjām shudand.|The experiments were conducted in a vacuum environment.|Abstract Concepts|
2887|ایستگاه فضایی|ēstgāh-i fazā'ī|noun|formal|space station|فضانوردان به ایستگاه فضایی بین‌المللی رسیدند.|fazā-nawardān ba ēstgāh-i fazā'ī-yi baynulmilalī rasēdand.|The astronauts arrived at the International Space Station.|Travel & Transportation|
2888|کاوشگر|kāwushgar|noun|formal|probe|کاوشگر مریخ تصاویر جدیدی ارسال کرده است.|kāwushgar-i mirrīkh tasāwīr-i jadīdī irsāl karda ast.|The Mars probe has sent new images.|Abstract Concepts|
2889|مدارگرد|madār-gard|noun|formal|orbiter|مدارگرد در حال چرخش به دور سیاره است.|madār-gard dar hāl-i charkhish ba dawr-i sayyāra ast.|The orbiter is revolving around the planet.|Abstract Concepts|
2890|سیاره‌شناسی|sayyāra-shināsī|noun|formal|planetary science|سیاره‌شناسی به درک ما از منظومه شمسی کمک می‌کند.|sayyāra-shināsī ba dark-i mā az manzūma-yi shamsī kumak mēkunad.|Planetary science helps our understanding of the solar system.|Science & Technology|
2891|اکتشافات فضایی|iktishāfāt-i fazā'ī|noun|formal|space exploration|دولت بودجه بیشتری به اکتشافات فضایی اختصاص داد.|dawlat būdja-yi bēshtarī ba iktishāfāt-i fazā'ī ikhtisās dād.|The government allocated more budget to space exploration.|Science & Technology|
2892|رایانش شناختی|rāyānish-i shinākhtī|noun|formal|cognitive computing|سیستم‌های رایانش شناختی رفتار مغز انسان را شبیه‌سازی می‌کنند.|sīstam-hā-yi rāyānish-i shinākhtī raftār-i maghz-i insān rā shabēh-sāzī mēkunand.|Cognitive computing systems simulate the behavior of the human brain.|Abstract Concepts|
2893|فناوری همگرا|fanāwarī-yi hamgarā|noun|formal|converging technology|تلفیق نانو و بیوتکنولوژی یک فناوری همگرا است.|talfīq-i nāno wa bīyū-tiknūlūzhī yak fanāwarī-yi hamgarā ast.|The integration of nano and biotechnology is a converging technology.|Science & Technology|
2894|تجویز|tajwīz|noun|neutral|prescription|داکتر داروی جدیدی تجویز کرد.|dāktar dārū-yi jadīdī tajwīz kard.|The doctor wrote a new prescription.|Abstract Concepts|
2895|عملیاتخانه|amalyātkhāna|noun|neutral|operating room|مریض به عملیاتخانه منتقل شد.|marīz ba amalyātkhāna muntaqil shud.|The patient was transferred to the operating room.|Home & Furniture|
2896|سرطانی|saratānī|noun|neutral|cancerous|حجرات سرطانی در حال رشد هستند.|hujarāt-i saratānī dar hāl-i rushd hastand.|The cancerous cells are growing.|Abstract Concepts|
2897|ورید|warīd|noun|neutral|vein|خون از طریق وریدها به قلب بازمی‌گردد.|khūn az tarīq-i warīd-hā ba qalb bāz-mēgardad.|Blood returns to the heart through veins.|Abstract Concepts|
2898|قند خون|qand-i khūn|noun|neutral|blood sugar|قند خون باید روزانه کنترل شود.|qand-i khūn bāyad rōzāna kuntrūl shawad.|Blood sugar must be checked daily.|Food & Drink|
2899|کلسترول|kulistrūl|noun|neutral|cholesterol|سطح کلسترول خونش کاهش یافته است.|sath-i kulistrūl-i khūnash kāhish yāfta ast.|His blood cholesterol level has decreased.|Abstract Concepts|
2900|آنتی‌بیوتیک|āntībyūtīk|noun|neutral|antibiotic|برای عفونت، آنتی‌بیوتیک لازم است.|barāyi ufūnat, āntībyūtīk lāzim ast.|Antibiotics are necessary for the infection.|Abstract Concepts|
2901|معافیت|mu'āfiyat|noun|neutral|immunity|سیستم معافیت بدن او ضعیف است.|sīstim-i mu'āfiyat-i badan-i ō za'īf ast.|His body's immune system is weak.|Abstract Concepts|
2902|پاندمی|pāndimī|noun|neutral|pandemic|پاندمی کرونا جهان را تغییر داد.|pāndimī-yi kurōnā jahān rā taghyīr dād.|The corona pandemic changed the world.|Abstract Concepts|
2903|شیوع|shuyū'|noun|neutral|outbreak/spread|شیوع ویروس در شهر نگران‌کننده است.|shuyū'-i wīrūs dar shahr nigarān-kunanda ast.|The spread of the virus in the city is worrying.|Abstract Concepts|
2904|قرنطینه|qarantīna|noun|neutral|quarantine|افراد مبتلا باید در قرنطینه بمانند.|afrād-i mubtalā bāyad dar qarantīna bimānand.|Infected individuals must stay in quarantine.|Abstract Concepts|
2905|ناقل|nāqil|noun|neutral|carrier|او ناقل بدون علائم ویروس است.|ō nāqil-i bidūn-i alā'im-i wīrūs ast.|He is an asymptomatic carrier of the virus.|Abstract Concepts|
2906|پړسوب|pārsōb|noun|neutral|swelling|پړسوب پای او هنوز نخوابیده است.|pārsōb-i pāyi ō hanūz nakhwābēda ast.|The swelling in his leg has not gone down yet.|Abstract Concepts|
2907|دیابت|diyābit|noun|neutral|diabetes|رژیم غذایی برای کنترل دیابت مهم است.|ruzhīm-i ghazāyī barāyi kuntrūl-i diyābit muhimm ast.|Diet is important for controlling diabetes.|Abstract Concepts|
2908|فشار بالا|fashār-i bālā|noun|neutral|hypertension|او به دلیل فشار بالا در شفاخانه است.|ō ba dalīl-i fashār-i bālā dar shafākhāna ast.|He is in the hospital due to high blood pressure.|Abstract Concepts|
2909|نارسایی قلبی|nārasāyī-yi qalbī|noun|neutral|heart failure|مریض دچار نارسایی قلبی شده است.|marīz duchār-i nārasāyī-yi qalbī shuda ast.|The patient has suffered heart failure.|Body & Anatomy|
2910|پیوند اعضا|paywand-i a'zā|noun|neutral|organ transplant|عملیات پیوند اعضا موفق بود.|amaliyāt-i paywand-i a'zā muwaffaq būd.|The organ transplant surgery was successful.|Abstract Concepts|
2911|قابله|qābila|noun|neutral|midwife|قابله در هنگام تولد طفل کمک کرد.|qābila dar hangām-i tawallud-i tifl kumak kard.|The midwife helped during the baby's birth.|Abstract Concepts|
2912|پرستار|parastār|noun|neutral|nurse|پرستار داروها را به مریض داد.|parastār dārū-hā rā ba marīz dād.|The nurse gave the medicines to the patient.|Health & Medicine|
2913|ارتوپد|urtūpid|noun|neutral|orthopedist|داکتر ارتوپد عکس رادیولوژی را بررسی کرد.|dāktar-i urtūpid aks-i rādyūlōzhī rā barrasī kard.|The orthopedist examined the X-ray.|Abstract Concepts|
2914|کاردیولوژیست|kārdyūlōzhīst|noun|neutral|cardiologist|کاردیولوژیست سلامت قلب او را تایید کرد.|kārdyūlōzhīst salāmat-i qalb-i ō rā ta'yīd kard.|The cardiologist confirmed his heart health.|Abstract Concepts|
2915|انکولوژیست|unkūlōzhīst|noun|neutral|oncologist|انکولوژیست برنامه درمان سرطان را توضیح داد.|unkūlōzhīst barnāma-yi darmān-i saratān rā tawzīh dād.|The oncologist explained the cancer treatment plan.|Abstract Concepts|
2916|رادیولوژی|rādyūlōzhī|noun|neutral|radiology|بخش رادیولوژی در منزل اول قرار دارد.|bakhsh-i rādyūlōzhī dar manzil-i awwal qarār dārad.|The radiology department is on the first floor.|Abstract Concepts|
2917|ام‌آر‌آی|im-ār-āy|noun|neutral|MRI|نتیجه ام‌آر‌آی نشان‌دهنده یک غده است.|natīja-yi im-ār-āy nishān-dihanda-yi yak ghudda ast.|The MRI result indicates a tumor.|Abstract Concepts|
2918|سی‌تی اسکن|sī-tī iskan|noun|neutral|CT scan|داکتر انجام یک سی‌تی اسکن را توصیه کرد.|dāktar anjām-i yak sī-tī iskan rā tawsīya kard.|The doctor recommended doing a CT scan.|Abstract Concepts|
2919|نمونه‌گیری|namūnagīrī|noun|neutral|sampling|پروسه نمونه‌گیری فقط چند دقیقه طول می‌کشد.|purūsa-yi namūnagīrī faqat chand daqīqa tūl mēkashad.|The sampling process only takes a few minutes.|Abstract Concepts|
2920|بانداژ|bāndāzh|noun|neutral|bandage|بانداژ باید هر روز تعویض شود.|bāndāzh bāyad har rōz ta'wīz shawad.|The bandage must be changed every day.|Abstract Concepts|
2921|گچ|gach|noun|neutral|cast|دست شکسته او را گچ گرفتند.|dast-i shikasta-yi ō rā gach giriftand.|They put his broken arm in a cast.|Abstract Concepts|
2922|کوفتگی|kōftagī|noun|neutral|bruise|بدن او بعد از تصادف پر از کوفتگی بود.|badan-i ō ba'd az tasāduf pur az kōftagī būd.|His body was full of bruises after the accident.|Abstract Concepts|
2923|ضربه مغزی|zarbayi maghzī|noun|neutral|concussion|او در اثر سقوط دچار ضربه مغزی شد.|ō dar asar-i suqūt duchār-i zarbayi maghzī shud.|He suffered a concussion due to the fall.|Abstract Concepts|
2924|میگرن|mīgrin|noun|neutral|migraine|حملات میگرن او را از کار انداخته است.|hamalāt-i mīgrin ō rā az kār andākhta ast.|His migraine attacks have disabled him.|Abstract Concepts|
2925|روان‌گسیختگی|rawān-gusēkhtagī|noun|formal|schizophrenia|روان‌گسیختگی یک بیماری مزمن است.|rawān-gusēkhtagī yak bēmārī-yi muzmin ast.|Schizophrenia is a chronic disease.|Abstract Concepts|
2926|بازپروری|bāzparwarī|noun|neutral|rehabilitation|مراکز بازپروری به معتادان کمک می‌کنند.|marākiz-i bāzparwarī ba mu'tādān kumak mēkunand.|Rehabilitation centers help addicts.|Abstract Concepts|
2927|نابینایی|nābīnāyī|noun|neutral|blindness|او با وجود نابینایی، کتاب می‌نویسد.|ō bā wujūd-i nābīnāyī, kitāb mēniwīsad.|Despite his blindness, he writes books.|Abstract Concepts|
2928|ناشنوایی|nāshinawāyī|noun|neutral|deafness|زبان اشاره راه ارتباطی افراد دارای ناشنوایی است.|zabān-i ishāra rāh-i irtibātī-yi afrād-i dārāyi nāshinawāyī ast.|Sign language is the communication method for deaf people.|Abstract Concepts|
2929|لال|lāl|noun|neutral|mute|کودک از بدو تولد کر و لال بود.|kōdak az badw-i tawallud kar wa lāl būd.|The child was deaf and mute from birth.|Abstract Concepts|
2930|ویلچر|wīlchir|noun|neutral|wheelchair|رمپ‌ها برای عبور ویلچر ضروری هستند.|ramp-hā barāyi ubūr-i wīlchir zurūrī hastand.|Ramps are essential for wheelchair passage.|Abstract Concepts|
2931|عصا|asā|noun|neutral|cane/crutch|پیرمرد با کمک عصا راه می‌رفت.|pēramard bā kumak-i asā rāh mēraft.|The old man walked with the help of a cane.|Abstract Concepts|
2932|پروتز|purūtiz|noun|neutral|prosthesis|او از یک پای پروتز استفاده می‌کند.|ō az yak pāyi purūtiz istifāda mēkunad.|He uses a prosthetic leg.|Abstract Concepts|
2933|ایمپلنت|īmplānt|noun|neutral|implant|ایمپلنت دندان با موفقیت انجام شد.|īmplānt-i dandān bā muwaffaqiyat anjām shud.|The dental implant was done successfully.|Abstract Concepts|
2934|دیالیز|diyālīz|noun|neutral|dialysis|مریض هفته‌ای سه بار به دیالیز نیاز دارد.|marīz hafta-ē si bār ba diyālīz niyāz dārad.|The patient needs dialysis three times a week.|Abstract Concepts|
2935|شیمی‌درمانی|shīmī-darmānī|noun|neutral|chemotherapy|شیمی‌درمانی باعث ریزش مو می‌شود.|shīmī-darmānī bā'is-i rēzish-i mō mēshawad.|Chemotherapy causes hair loss.|Abstract Concepts|
2936|پرتودرمانی|partaw-darmānī|noun|neutral|radiotherapy|جلسات پرتودرمانی او فردا آغاز می‌شود.|jalasāt-i partaw-darmānī-yi ō fardā āghāz mēshawad.|His radiotherapy sessions start tomorrow.|Abstract Concepts|
2937|آندوسکوپی|āndūskūpī|noun|neutral|endoscopy|داکتر برای بررسی معده آندوسکوپی را پیشنهاد داد.|dāktar barāyi barrasī-yi mi'da āndūskūpī rā pēshnihād dād.|The doctor suggested an endoscopy to check the stomach.|Abstract Concepts|
2938|بیوپسی|biyūpsī|noun|neutral|biopsy|نتیجه بیوپسی تا یک هفته دیگر آماده می‌شود.|natīja-yi biyūpsī tā yak hafta-yi dīgar āmāda mēshawad.|The biopsy result will be ready in another week.|Abstract Concepts|
2939|کالبدشکافی|kālbud-shikāfī|noun|neutral|autopsy|علت مرگ پس از کالبدشکافی مشخص شد.|illat-i marg pas az kālbud-shikāfī mushakhkhas shud.|The cause of death was determined after the autopsy.|Abstract Concepts|
2940|سندروم|sindrūm|noun|neutral|syndrome|او به سندروم خستگی مزمن مبتلا است.|ō ba sindrūm-i khastagī-yi muzmin mubtalā ast.|He suffers from chronic fatigue syndrome.|Abstract Concepts|
2941|اوتیسم|ūtīsm|noun|neutral|autism|کودکان دارای اوتیسم نیاز به توجه خاصی دارند.|kōdakān-i dārāyi ūtīsm niyāz ba tawajjuhi khāsī dārand.|Children with autism need special attention.|Abstract Concepts|
2942|داون|dāwn|noun|neutral|Down (syndrome)|سندروم داون یک اختلال ژنتیکی است.|sindrūm-i dāwn yak ikhtilāl-i zhinitīkī ast.|Down syndrome is a genetic disorder.|Abstract Concepts|
