# Darya core lexicon - B1 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
1680|حمله قلبی|hamla-yi qalbī|noun|neutral|heart attack|پدرش دچار حمله قلبی شد.|pidar-ash duchār-i hamla-yi qalbī shud.|His father suffered a heart attack.|Body & Anatomy|
1681|سکته مغزی|sakta-yi maghzī|noun|neutral|stroke|سکته مغزی باعث فلج نیمی از بدن می‌شود.|sakta-yi maghzī bā'is-i falaj-i nēmī az badan mēshawad.|A stroke causes paralysis in half of the body.|Abstract Concepts|
1682|سکته|sakta|noun|neutral|stroke|او به طور ناگهانی سکته کرد.|ō ba tawr-i nāgahānī sakta kard.|He suddenly had a stroke.|Abstract Concepts|
1683|التهاب|iltihāb|noun|formal|inflammation|التهاب مفاصل در سالمندان شایع است.|iltihāb-i mafāsil dar sālmandān shāyi' ast.|Joint inflammation is common among the elderly.|Abstract Concepts|
1684|الرژی|alarzhī|noun|neutral|allergy|من به گرد و خاک الرژی دارم.|man ba gard u khāk alarzhī dāram.|I have an allergy to dust.|Abstract Concepts|
1685|عطسه زدن|atsa zadan|verb|neutral|to sneeze|او مدام عطسه می‌زند.|ō mudām atsa mēzanad.|He sneezes constantly.|Health & Medicine|زَن
1686|لرزه|larza|noun|neutral|chills|بیمار از تب و لرزه شکایت دارد.|bēmār az tab wa larza shikāyat dārad.|The patient complains of fever and chills.|Abstract Concepts|
1687|سرگیجه|sargēja|noun|neutral|dizziness|هنگام ایستادن احساس سرگیجه می‌کنم.|hangām-i ēstādan ihsās-i sargēja mēkunam.|I feel dizziness when standing up.|Abstract Concepts|
1688|اسهال|ishāl|noun|neutral|diarrhea|کودک به دلیل عفونت دچار اسهال شد.|kōdak ba dalēl-i ufūnat duchār-i ishāl shud.|The child got diarrhea due to infection.|Abstract Concepts|
1689|قبضیت|qabziyat|noun|neutral|constipation|آب زیاد نوشیدن برای قبضیت مفید است.|āb-i ziyād nōshēdan barā-yi qabziyat mufīd ast.|Drinking plenty of water is useful for constipation.|Abstract Concepts|
1690|سوء هاضمه|sū-i hāzima|noun|formal|indigestion|غذای چرب باعث سوء هاضمه می‌شود.|ghazā-yi charb bā'is-i sū-i hāzima mēshawad.|Greasy food causes indigestion.|Abstract Concepts|
1691|معده‌درد|mi'da-dard|noun|neutral|stomachache|امروز معده‌درد شدیدی دارم.|imrōz mi'da-dard-i shadīdī dāram.|I have a severe stomachache today.|Abstract Concepts|
1692|نفس‌تنگی|nafas-tangī|noun|neutral|shortness of breath|در ارتفاعات نفس‌تنگی پیدا می‌کنم.|dar irtifā'āt nafas-tangī paydā mēkunam.|I get shortness of breath at high altitudes.|Abstract Concepts|
1693|عضلات|azalāt|noun|formal|muscles|ورزش عضلات بدن را تقویت می‌کند.|warzish azalāt-i badan rā taqwiyat mēkunad.|Exercise strengthens the body's muscles.|Abstract Concepts|
1694|استخوان|ustukhwān|noun|neutral|bone|استخوان پای او شکسته است.|ustukhwān-i pā-yi ō shikasta ast.|The bone in his leg is broken.|Body & Anatomy|
1695|غضروف|ghuzrūf|noun|formal|cartilage|غضروف بین مفاصل از بین رفته است.|ghuzrūf bayn-i mafāsil az bayn rafta ast.|The cartilage between the joints is gone.|Abstract Concepts|
1696|نخاع|nukhā'|noun|formal|spinal cord|نخاع ارتباط مغز و بدن است.|nukhā' irtibāt-i maghz wa badan ast.|The spinal cord is the connection between the brain and body.|Abstract Concepts|
1697|اعصاب|a'sāb|noun|neutral|nerves|اعصاب او بسیار ضعیف شده است.|a'sāb-i ō bisyār za'īf shuda ast.|His nerves have become very weak.|Abstract Concepts|
1698|سیستم عصبی|sīstim-i asabī|noun|formal|nervous system|سیستم عصبی پیام‌ها را منتقل می‌کند.|sīstim-i asabī payām-hā rā muntaqil mēkunad.|The nervous system transmits messages.|Abstract Concepts|
1699|گوارش|guwārish|noun|formal|digestion|سیستم گوارش او مشکل دارد.|sīstim-i guwārish-i ō mushkil dārad.|His digestive system has a problem.|Abstract Concepts|
1700|سیستم تنفسی|sīstim-i tanaffusī|noun|formal|respiratory system|سیگرت کشیدن به سیستم تنفسی آسیب می‌رساند.|sigrit kashēdan ba sīstim-i tanaffusī āsēb mērasānad.|Smoking damages the respiratory system.|Abstract Concepts|
1701|گرده|gurda|noun|neutral|kidney|گرده‌های او به درستی کار نمی‌کنند.|gurda-hā-yi ō ba durustī kār namēkunand.|His kidneys are not working properly.|Abstract Concepts|
1702|جگر|jigar|noun|neutral|liver|الکول به جگر ضرر می‌رساند.|alkūl ba jigar zarar mērasānad.|Alcohol harms the liver.|Abstract Concepts|
1703|قلب|qalb|noun|neutral|heart|تپش قلب او سریع شد.|tapish-i qalb-i ō sarē' shud.|His heartbeat became fast.|Body & Anatomy|
1704|مثانه|masāna|noun|formal|bladder|عفونت مثانه باید زود تداوی شود.|ufūnat-i masāna bāyad zūd tadāwī shawad.|Bladder infection should be treated quickly.|Abstract Concepts|
1705|بخیه زدن|bakhya zadan|verb|neutral|to stitch|داکتر سر او را بخیه زد.|dāktar sar-i ō rā bakhya zad.|The doctor stitched his head.|Actions & Movement|زَن
1706|بخیه|bakhya|noun|neutral|stitch|بخیه باید ده روز بعد کشیده شود.|bakhya bāyad dah rōz ba'd kashēda shawad.|The stitches must be removed after ten days.|Abstract Concepts|
1707|فلج|falaj|noun|neutral|paralysis|بیماری پولیو باعث فلج کودکان می‌شود.|bēmārī-yi pōlyō bā'is-i falaj-i kōdakān mēshawad.|The polio disease causes paralysis in children.|Abstract Concepts|
1708|معلولیت|ma'lūliyat|noun|neutral|disability|او با وجود معلولیت موفق است.|ō bā wujūd-i ma'lūliyat muwaffaq ast.|He is successful despite his disability.|Abstract Concepts|
1709|معلول|ma'lūl|noun|neutral|disabled|حقوق افراد معلول باید رعایت شود.|huqūq-i afrād-i ma'lūl bāyad ri'āyat shawad.|The rights of disabled people must be respected.|Abstract Concepts|
1710|نابینا|nābīnā|noun|formal|blind|او از بدو تولد نابینا بود.|ō az badw-i tawallud nābīnā būd.|He was blind from birth.|Abstract Concepts|
1711|ناشنوا|nāshinawā|noun|formal|deaf|مدرسه ویژه برای کودکان ناشنوا وجود دارد.|madrasa-yi wēzha barā-yi kōdakān-i nāshinawā wujūd dārad.|There is a special school for deaf children.|Abstract Concepts|
1712|انسولین|ansōlēn|noun|neutral|insulin|بیماران دیابتی به انسولین نیاز دارند.|bēmārān-i dīyābitī ba ansōlēn niyāz dārand.|Diabetic patients need insulin.|Abstract Concepts|
1713|کپسول|kapsōl|noun|neutral|capsule|کپسول چرک‌خشک‌کن را هر هشت ساعت بخور.|kapsōl-i chirk-khushk-kun rā har hasht sā'at bukhōr.|Take the antibiotic capsule every eight hours.|Abstract Concepts|
1714|آمپول|āmpōl|noun|neutral|ampoule|پرستار آمپول را آماده کرد.|parastār āmpōl rā āmāda kard.|The nurse prepared the ampoule.|Abstract Concepts|
1715|پماد|pumād|noun|neutral|ointment|از پماد سوختگی استفاده کن.|az pumād-i sōkhtagī istifāda kun.|Use burn ointment.|Abstract Concepts|
1716|ملهم|marham|noun|neutral|ointment/salve|ملهم را روی زخم بمالید.|marham rā rō-yi zakhm bimālēd.|Rub the ointment on the wound.|Abstract Concepts|
1717|عوارض جانبی|awāriz-i jānibī|noun|formal|side effects|هر دارو عوارض جانبی خود را دارد.|har dārū awāriz-i jānibī-yi khud rā dārad.|Every medicine has its own side effects.|Abstract Concepts|
1718|معتاد|mu'tād|noun|neutral|addict|یک معتاد به کمک نیاز دارد.|yak mu'tād ba kumak niyāz dārad.|An addict needs help.|Abstract Concepts|
1719|اعتیاد|i'tiyād|noun|neutral|addiction|اعتیاد یک بیماری روانی است.|i'tiyād yak bēmārī-yi rawānī ast.|Addiction is a mental illness.|Abstract Concepts|
1720|مواد مخدر|mawād-i mukhaddir|noun|neutral|narcotics|قاچاق مواد مخدر جرم است.|qāchāq-i mawād-i mukhaddir jurm ast.|Drug trafficking is a crime.|Abstract Concepts|
1721|ترک اعتیاد|tark-i i'tiyād|noun|neutral|addiction recovery|مرکز ترک اعتیاد به او کمک کرد.|markaz-i tark-i i'tiyād ba ō kumak kard.|The addiction recovery center helped him.|Abstract Concepts|
1722|توانبخشی|tawānbakhshī|noun|formal|rehabilitation|او در دوره توانبخشی است.|ō dar dawra-yi tawānbakhshī ast.|He is in the rehabilitation period.|Abstract Concepts|
1723|فیزیوتراپی|fīzīyōtirāpī|noun|neutral|physiotherapy|پس از جراحی نیاز به فیزیوتراپی دارد.|pas az jarrāhī niyāz ba fīzīyōtirāpī dārad.|After surgery, he needs physiotherapy.|Abstract Concepts|
1724|اشعه ایکس|ashi'a-yi ēks|noun|formal|x-ray|باید از پای شما اشعه ایکس بگیریم.|bāyad az pā-yi shumā ashi'a-yi ēks bigīrēm.|We must take an X-ray of your leg.|Abstract Concepts|
1725|عکس‌برداری|aks-bardārī|noun|neutral|imaging/x-raying|اتاق عکس‌برداری در طبقه اول است.|utāq-i aks-bardārī dar tabaqa-yi awwal ast.|The imaging room is on the first floor.|Abstract Concepts|
1726|سونوگرافی|sōnōgrāfī|noun|neutral|ultrasound|داکتر درخواست سونوگرافی کرد.|dāktar darkhwāst-i sōnōgrāfī kard.|The doctor requested an ultrasound.|Abstract Concepts|
1727|آزمایش خون|āzmāyish-i khūn|noun|neutral|blood test|جواب آزمایش خون فردا می‌آید.|jawāb-i āzmāyish-i khūn fardā mēāyad.|The blood test result will arrive tomorrow.|Body & Anatomy|
1728|معاینه خون|mu'āyina-yi khūn|noun|neutral|blood test|برای معاینه خون باید ناشتا باشی.|barā-yi mu'āyina-yi khūn bāyad nāshtā bāshī.|You must be fasting for the blood test.|Body & Anatomy|
1729|نتیجه معاینه|natēja-yi mu'āyina|noun|neutral|test result|نتیجه معاینه کاملا طبیعی است.|natēja-yi mu'āyina kāmilan tabī'ī ast.|The test result is completely normal.|Education & Learning|
1730|مثبت|musbat|noun|neutral|positive|تست کووید او مثبت شد.|tēst-i kōwēd-i ō musbat shud.|His Covid test was positive.|Abstract Concepts|
1731|منفی|manfī|noun|neutral|negative|خوشبختانه نتیجه آزمایش منفی بود.|khushbakhtāna natēja-yi āzmāyish manfī būd.|Fortunately, the test result was negative.|Abstract Concepts|
1732|قرنطین|qarantēn|noun|neutral|quarantine|بیماران عفونی باید در قرنطین باشند.|bēmārān-i ufūnī bāyad dar qarantēn bāshand.|Infectious patients must be in quarantine.|Abstract Concepts|
1733|سرایت|sirāyat|noun|formal|contagion/transmission|سرایت بیماری از طریق هوا ممکن است.|sirāyat-i bēmārī az tarēq-i hawā mumkin ast.|Transmission of the disease through the air is possible.|Abstract Concepts|
1734|مسری|musrī|noun|formal|contagious|این یک بیماری مسری است.|īn yak bēmārī-yi musrī ast.|This is a contagious disease.|Abstract Concepts|
1735|اپیدمی|ēpīdēmī|noun|formal|epidemic|اپیدمی وبا جان بسیاری را گرفت.|ēpīdēmī-yi wabā jān-i bisyārī rā girift.|The cholera epidemic took many lives.|Abstract Concepts|
1736|همه‌گیری|hama-gīrī|noun|formal|pandemic|همه‌گیری جهانی زندگی را تغییر داد.|hama-gīrī-yi jahānī zindagī rā taghyēr dād.|The global pandemic changed life.|Abstract Concepts|
1737|بهداشت|bihdāsht|noun|formal|hygiene/health|رعایت بهداشت برای جلوگیری از مرض ضروری است.|ri'āyat-i bihdāsht barā-yi jilawgīrī az maraz zurūrī ast.|Observing hygiene is essential to prevent disease.|Health & Medicine|
1738|حفظ الصحه|hifzu's-sihha|noun|formal|hygiene|وزارت حفظ الصحه هشدار داد.|wizārat-i hifzu's-sihha hushdār dād.|The Ministry of Health warned.|Abstract Concepts|
1739|صحی|sihhī|noun|formal|healthy/medical|او از خدمات صحی خوبی برخوردار است.|ō az khadamāt-i sihhī-yi khūbī barkhurdār ast.|He enjoys good medical services.|Abstract Concepts|
1740|غیرصحی|ghayr-i sihhī|noun|neutral|unhealthy|غذاهای خیابانی معمولاً غیرصحی هستند.|ghazā-hā-yi khayābānī ma'mūlan ghayr-i sihhī hastand.|Street foods are usually unhealthy.|Abstract Concepts|
1741|تغذیه|taghziya|noun|formal|nutrition|تغذیه سالم نقش مهمی در سلامت دارد.|taghziya-yi sālim naqsh-i muhimmī dar salāmat dārad.|Healthy nutrition plays an important role in health.|Abstract Concepts|
1742|سوء تغذیه|sū-i taghziya|noun|formal|malnutrition|کودکان زیادی دچار سوء تغذیه هستند.|kōdakān-i ziyādī duchār-i sū-i taghziya hastand.|Many children suffer from malnutrition.|Abstract Concepts|
1743|ویتامین|wētāmēn|noun|neutral|vitamin|بدن انسان به ویتامین نیاز دارد.|badan-i insān ba wētāmēn niyāz dārad.|The human body needs vitamins.|Abstract Concepts|
1744|پروتئین|prōtē'īn|noun|neutral|protein|گوشت و تخم مرغ منبع پروتئین هستند.|gōsht wa tukhm-i murgh manba'-i prōtē'īn hastand.|Meat and eggs are sources of protein.|Abstract Concepts|
1745|کالری|kālurī|noun|neutral|calorie|برای لاغر شدن باید کالری کمتری مصرف کنید.|barā-yi lāghar shudan bāyad kālurī-yi kamtarī masraf kunēd.|To lose weight, you must consume fewer calories.|Abstract Concepts|
1746|رژیم غذایی|rizhēm-i ghazāyī|noun|neutral|diet|داکتر برایم یک رژیم غذایی داد.|dāktar barāyam yak rizhēm-i ghazāyī dād.|The doctor gave me a diet.|Abstract Concepts|
1747|چاقی|chāqī|noun|neutral|obesity|چاقی خطر بیماری‌های قلبی را افزایش می‌دهد.|chāqī khatar-i bēmārī-hā-yi qalbī rā afzāyish mēdihad.|Obesity increases the risk of heart diseases.|Abstract Concepts|
1748|لاغری|lāgharī|noun|neutral|thinness|لاغری بیش از حد نشانه بیماری است.|lāgharī-yi bēsh az had nishāna-yi bēmārī ast.|Excessive thinness is a sign of illness.|Abstract Concepts|
1749|کاهش وزن|kāhish-i wazn|noun|formal|weight loss|او به دنبال کاهش وزن است.|ō ba dumbāl-i kāhish-i wazn ast.|He is looking for weight loss.|Abstract Concepts|
1750|افزایش وزن|afzāyish-i wazn|noun|formal|weight gain|افزایش وزن ناگهانی نگران‌کننده است.|afzāyish-i wazn-i nāgahānī nigarān-kunanda ast.|Sudden weight gain is worrying.|Abstract Concepts|
